Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
TXN_5067056,Sandwich,4.0,4.0,4.0,Cash,In-store,2023-08-13,2023-08
TXN_8626161,Smoothie,12.0,4.0,12.0,Digital Wallet,In-store,2023-11-23,2023-11
TXN_7099050,Salad,15.0,5.0,15.0,Credit Card,Takeaway,2023-01-18,2023-01
TXN_9565465,Tea,4.5,1.5,4.5,Credit Card,In-store,2023-12-26,2023-12
TXN_6301600,Juice,12.0,3.0,12.0,Digital Wallet,In-store,2023-02-28,2023-02
TXN_4784128,Sandwich,12.0,4.0,12.0,Cash,Takeaway,2023-08-27,2023-08
TXN_5560205,Coffee,6.0,2.0,6.0,Cash,In-store,2023-12-22,2023-12
TXN_6119798,Salad,5.0,5.0,5.0,Credit Card,In-store,2023-09-19,2023-09
TXN_9793353,Coffee,6.0,2.0,6.0,Credit Card,Takeaway,2023-08-21,2023-08
TXN_2064360,Coffee,8.0,2.0,8.0,Digital Wallet,In-store,2023-08-30,2023-08
TXN_2564219,Salad,5.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-18,2023-07
TXN_4488222,Tea,4.5,1.5,4.5,Digital Wallet,Takeaway,2023-03-13,2023-03
TXN_9853577,Sandwich,8.0,4.0,8.0,Credit Card,In-store,2023-04-30,2023-04
TXN_1672443,Coffee,2.0,2.0,2.0,Credit Card,Takeaway,2023-10-03,2023-10
TXN_6277500,Coffee,8.0,2.0,8.0,Credit Card,Takeaway,2023-01-09,2023-01
TXN_6671827,Salad,5.0,5.0,5.0,Credit Card,Takeaway,2023-08-09,2023-08
TXN_5894676,Smoothie,20.0,4.0,20.0,Credit Card,Takeaway,2023-06-17,2023-06
TXN_1411744,Smoothie,16.0,4.0,16.0,Credit Card,Takeaway,2023-09-17,2023-09
TXN_4030197,Salad,15.0,5.0,15.0,Credit Card,Takeaway,2023-03-05,2023-03
TXN_3912836,Salad,5.0,5.0,5.0,Credit Card,In-store,2023-11-23,2023-11
TXN_3833729,Smoothie,16.0,4.0,16.0,Digital Wallet,In-store,2023-11-13,2023-11
TXN_7054393,Coffee,4.0,2.0,4.0,Digital Wallet,In-store,2023-05-30,2023-05
TXN_1395083,Juice,3.0,3.0,3.0,Cash,In-store,2023-07-08,2023-07
TXN_8784653,Smoothie,4.0,4.0,4.0,Cash,In-store,2023-09-12,2023-09
TXN_8308672,Salad,10.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-01,2023-01
TXN_3190959,Tea,3.0,1.5,3.0,Credit Card,Takeaway,2023-12-16,2023-12
TXN_5516804,Sandwich,20.0,4.0,20.0,Credit Card,Takeaway,2023-09-26,2023-09
TXN_6117497,Coffee,4.0,2.0,4.0,Digital Wallet,In-store,2023-02-13,2023-02
TXN_3818464,Cake,6.0,3.0,6.0,Cash,In-store,2023-03-02,2023-03
TXN_2093816,Sandwich,12.0,4.0,12.0,Cash,Takeaway,2023-04-06,2023-04
TXN_7415686,Sandwich,12.0,4.0,12.0,Credit Card,In-store,2023-04-13,2023-04
TXN_7231548,Smoothie,12.0,4.0,12.0,Credit Card,In-store,2023-11-06,2023-11
TXN_5956755,Sandwich,20.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-05,2023-03
TXN_8002886,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-05-28,2023-05
TXN_7694491,Salad,15.0,5.0,15.0,Cash,In-store,2023-09-01,2023-09
TXN_2764962,Tea,3.0,1.5,3.0,Credit Card,Takeaway,2023-08-13,2023-08
TXN_3413185,Cake,12.0,3.0,12.0,Credit Card,In-store,2023-03-03,2023-03
TXN_1491299,Juice,6.0,3.0,6.0,Credit Card,In-store,2023-02-27,2023-02
TXN_3277379,Salad,10.0,5.0,10.0,Credit Card,Takeaway,2023-01-06,2023-01
TXN_2568101,Salad,25.0,5.0,25.0,Cash,Takeaway,2023-08-03,2023-08
TXN_3247340,Tea,4.5,1.5,4.5,Cash,Takeaway,2023-12-25,2023-12
TXN_4064245,Juice,9.0,3.0,9.0,Credit Card,Takeaway,2023-02-20,2023-02
TXN_8777692,Coffee,8.0,2.0,8.0,Credit Card,In-store,2023-12-06,2023-12
TXN_6626427,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-02-13,2023-02
TXN_4824773,Salad,25.0,5.0,25.0,Cash,Takeaway,2023-06-06,2023-06
TXN_4563646,Juice,15.0,3.0,15.0,Cash,Takeaway,2023-10-10,2023-10
TXN_1738607,Juice,6.0,3.0,6.0,Credit Card,In-store,2023-01-17,2023-01
TXN_3927733,Salad,25.0,5.0,25.0,Credit Card,Takeaway,2023-01-20,2023-01
TXN_9489176,Juice,15.0,3.0,15.0,Digital Wallet,In-store,2023-01-10,2023-01
TXN_3061266,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-06,2023-12
TXN_7217284,Salad,15.0,5.0,15.0,Cash,In-store,2023-12-29,2023-12
TXN_8397155,Salad,20.0,5.0,20.0,Credit Card,Takeaway,2023-08-16,2023-08
TXN_4301188,Smoothie,16.0,4.0,16.0,Credit Card,In-store,2023-12-23,2023-12
TXN_7865220,Smoothie,4.0,4.0,4.0,Credit Card,Takeaway,2023-06-28,2023-06
TXN_9270865,Smoothie,8.0,4.0,8.0,Credit Card,Takeaway,2023-11-06,2023-11
TXN_1248436,Cake,12.0,3.0,12.0,Credit Card,Takeaway,2023-08-14,2023-08
TXN_5413274,Smoothie,20.0,4.0,20.0,Credit Card,In-store,2023-02-10,2023-02
TXN_5902629,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-26,2023-01
TXN_6629689,Sandwich,8.0,4.0,8.0,Credit Card,In-store,2023-05-29,2023-05
TXN_2345373,Tea,4.5,1.5,4.5,Credit Card,Takeaway,2023-02-20,2023-02
TXN_1108663,Juice,9.0,3.0,9.0,Cash,Takeaway,2023-08-16,2023-08
TXN_9587015,Salad,15.0,5.0,15.0,Digital Wallet,In-store,2023-06-25,2023-06
TXN_6915899,Salad,15.0,5.0,15.0,Credit Card,In-store,2023-05-29,2023-05
TXN_5198524,Cake,3.0,3.0,3.0,Credit Card,In-store,2023-06-14,2023-06
TXN_6786340,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-04-18,2023-04
TXN_8689246,Sandwich,20.0,4.0,20.0,Credit Card,In-store,2023-05-16,2023-05
TXN_1730850,Juice,6.0,3.0,6.0,Cash,Takeaway,2023-12-15,2023-12
TXN_9833245,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-04-30,2023-04
TXN_9690114,Coffee,4.0,2.0,4.0,Credit Card,Takeaway,2023-12-01,2023-12
TXN_8792638,Tea,4.5,1.5,4.5,Credit Card,Takeaway,2023-07-02,2023-07
TXN_3493951,Smoothie,20.0,4.0,20.0,Cash,Takeaway,2023-08-20,2023-08
TXN_8878830,Coffee,8.0,2.0,8.0,Credit Card,Takeaway,2023-10-11,2023-10
TXN_3303114,Salad,20.0,5.0,20.0,Credit Card,In-store,2023-06-18,2023-06
TXN_2106437,Tea,1.5,1.5,1.5,Cash,Takeaway,2023-08-01,2023-08
TXN_2291713,Salad,20.0,5.0,20.0,Cash,In-store,2023-08-06,2023-08
TXN_6725579,Tea,3.0,1.5,3.0,Credit Card,Takeaway,2023-02-21,2023-02
TXN_6037712,Salad,15.0,5.0,15.0,Credit Card,In-store,2023-08-10,2023-08
TXN_6845225,Tea,6.0,1.5,6.0,Credit Card,Takeaway,2023-02-21,2023-02
TXN_9798525,Coffee,4.0,2.0,4.0,Digital Wallet,Takeaway,2023-11-05,2023-11
TXN_1482123,Coffee,2.0,2.0,2.0,Cash,In-store,2023-06-17,2023-06
TXN_5622313,Salad,10.0,5.0,10.0,Credit Card,In-store,2023-01-07,2023-01
TXN_6249754,Smoothie,4.0,4.0,4.0,Credit Card,Takeaway,2023-10-21,2023-10
TXN_9729280,Tea,4.5,1.5,4.5,Credit Card,In-store,2023-11-06,2023-11
TXN_1045022,Sandwich,16.0,4.0,16.0,Credit Card,Takeaway,2023-10-13,2023-10
TXN_4598397,Coffee,8.0,2.0,8.0,Cash,Takeaway,2023-09-13,2023-09
TXN_9186913,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-16,2023-10
TXN_9507002,Smoothie,4.0,4.0,4.0,Cash,Takeaway,2023-05-08,2023-05
TXN_4423218,Cookie,3.0,1.0,3.0,Cash,In-store,2023-05-29,2023-05
TXN_4851339,Sandwich,4.0,4.0,4.0,Digital Wallet,Takeaway,2023-02-01,2023-02
TXN_3274105,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-07-28,2023-07
TXN_2810280,Smoothie,4.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-25,2023-06
TXN_2334523,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-08-17,2023-08
TXN_8611913,Tea,7.5,1.5,7.5,Digital Wallet,In-store,2023-07-16,2023-07
TXN_9947479,Smoothie,20.0,4.0,20.0,Cash,Takeaway,2023-09-27,2023-09
TXN_6403859,Sandwich,20.0,4.0,20.0,Credit Card,In-store,2023-03-06,2023-03
TXN_9703722,Sandwich,20.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-11,2023-01
TXN_6119081,Coffee,4.0,2.0,4.0,Cash,In-store,2023-09-27,2023-09
TXN_4811887,Cake,6.0,3.0,6.0,Cash,In-store,2023-02-11,2023-02
TXN_9587814,Juice,9.0,3.0,9.0,Cash,In-store,2023-01-25,2023-01
TXN_7510217,Tea,7.5,1.5,7.5,Credit Card,In-store,2023-10-24,2023-10
TXN_7852397,Tea,4.5,1.5,4.5,Cash,In-store,2023-08-10,2023-08
TXN_2982995,Salad,5.0,5.0,5.0,Credit Card,Takeaway,2023-04-06,2023-04
TXN_4223265,Cake,15.0,3.0,15.0,Digital Wallet,In-store,2023-06-06,2023-06
TXN_6491662,Coffee,4.0,2.0,4.0,Digital Wallet,Takeaway,2023-10-06,2023-10
TXN_9500986,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-10,2023-05
TXN_6092344,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-12-04,2023-12
TXN_6336973,Coffee,8.0,2.0,8.0,Digital Wallet,Takeaway,2023-03-21,2023-03
TXN_5609260,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-02,2023-05
TXN_2047672,Sandwich,4.0,4.0,4.0,Credit Card,In-store,2023-01-25,2023-01
TXN_6893490,Coffee,6.0,2.0,6.0,Credit Card,Takeaway,2023-03-17,2023-03
TXN_6851654,Salad,5.0,5.0,5.0,Digital Wallet,Takeaway,2023-01-25,2023-01
TXN_5889912,Salad,5.0,5.0,5.0,Cash,In-store,2023-09-26,2023-09
TXN_3720223,Cake,12.0,3.0,12.0,Cash,Takeaway,2023-10-22,2023-10
TXN_2726676,Coffee,6.0,2.0,6.0,Digital Wallet,In-store,2023-08-10,2023-08
TXN_3558795,Smoothie,4.0,4.0,4.0,Cash,In-store,2023-05-30,2023-05
TXN_4139983,Tea,7.5,1.5,7.5,Cash,Takeaway,2023-10-16,2023-10
TXN_2935871,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-07,2023-07
TXN_8284910,Smoothie,4.0,4.0,4.0,Cash,In-store,2023-07-19,2023-07
TXN_2123573,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-01-09,2023-01
TXN_8036176,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-06-20,2023-06
TXN_2490185,Salad,20.0,5.0,20.0,Credit Card,In-store,2023-12-18,2023-12
TXN_6295420,Juice,3.0,3.0,3.0,Digital Wallet,Takeaway,2023-09-27,2023-09
TXN_1542042,Cake,12.0,3.0,12.0,Credit Card,Takeaway,2023-07-26,2023-07
TXN_6579109,Juice,3.0,3.0,3.0,Credit Card,Takeaway,2023-02-22,2023-02
TXN_5577030,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-02-15,2023-02
TXN_3910230,Sandwich,20.0,4.0,20.0,Cash,Takeaway,2023-01-05,2023-01
TXN_9861782,Sandwich,16.0,4.0,16.0,Credit Card,In-store,2023-07-15,2023-07
TXN_6112765,Coffee,4.0,2.0,4.0,Credit Card,Takeaway,2023-07-21,2023-07
TXN_2847831,Coffee,2.0,2.0,2.0,Cash,In-store,2023-02-19,2023-02
TXN_3385167,Tea,4.5,1.5,4.5,Cash,In-store,2023-04-26,2023-04
TXN_1938071,Sandwich,16.0,4.0,16.0,Credit Card,In-store,2023-12-25,2023-12
TXN_4887268,Salad,5.0,5.0,5.0,Credit Card,In-store,2023-10-16,2023-10
TXN_6651961,Salad,20.0,5.0,20.0,Credit Card,In-store,2023-02-08,2023-02
TXN_5604797,Coffee,2.0,2.0,2.0,Cash,In-store,2023-10-13,2023-10
TXN_6303383,Cake,12.0,3.0,12.0,Digital Wallet,In-store,2023-09-22,2023-09
TXN_5403707,Smoothie,12.0,4.0,12.0,Cash,In-store,2023-03-20,2023-03
TXN_4084052,Juice,6.0,3.0,6.0,Digital Wallet,In-store,2023-06-30,2023-06
TXN_7113656,Juice,6.0,3.0,6.0,Credit Card,Takeaway,2023-01-22,2023-01
TXN_3226989,Salad,5.0,5.0,5.0,Credit Card,Takeaway,2023-04-17,2023-04
TXN_8751289,Tea,3.0,1.5,3.0,Cash,In-store,2023-09-10,2023-09
TXN_9996195,Juice,15.0,3.0,15.0,Digital Wallet,In-store,2023-03-16,2023-03
TXN_4243591,Cake,12.0,3.0,12.0,Credit Card,In-store,2023-10-11,2023-10
TXN_4138399,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-07-03,2023-07
TXN_1724233,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-02-01,2023-02
TXN_1564506,Smoothie,20.0,4.0,20.0,Digital Wallet,In-store,2023-02-01,2023-02
TXN_7622389,Tea,6.0,1.5,6.0,Digital Wallet,In-store,2023-02-26,2023-02
TXN_2204457,Coffee,8.0,2.0,8.0,Cash,Takeaway,2023-01-06,2023-01
TXN_7503593,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-19,2023-04
TXN_5589433,Cake,6.0,3.0,6.0,Cash,In-store,2023-03-13,2023-03
TXN_8043642,Salad,20.0,5.0,20.0,Cash,In-store,2023-06-12,2023-06
TXN_3365018,Juice,15.0,3.0,15.0,Cash,Takeaway,2023-02-06,2023-02
TXN_4592205,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-12-30,2023-12
TXN_6660755,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-05-16,2023-05
TXN_3290872,Cake,6.0,3.0,6.0,Credit Card,In-store,2023-06-13,2023-06
TXN_1145592,Juice,3.0,3.0,3.0,Credit Card,Takeaway,2023-09-11,2023-09
TXN_9485101,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-11-01,2023-11
TXN_9667219,Juice,12.0,3.0,12.0,Cash,In-store,2023-10-09,2023-10
TXN_3119835,Tea,3.0,1.5,3.0,Digital Wallet,In-store,2023-03-01,2023-03
TXN_7014091,Coffee,10.0,2.0,10.0,Cash,In-store,2023-11-26,2023-11
TXN_9911498,Coffee,8.0,2.0,8.0,Cash,In-store,2023-03-27,2023-03
TXN_9865855,Coffee,6.0,2.0,6.0,Digital Wallet,Takeaway,2023-04-18,2023-04
TXN_8913492,Sandwich,16.0,4.0,16.0,Credit Card,In-store,2023-12-25,2023-12
TXN_5625086,Sandwich,4.0,4.0,4.0,Credit Card,In-store,2023-06-17,2023-06
TXN_5910541,Cake,15.0,3.0,15.0,Cash,In-store,2023-09-08,2023-09
TXN_1009421,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-21,2023-02
TXN_5369243,Smoothie,16.0,4.0,16.0,Cash,Takeaway,2023-11-16,2023-11
TXN_5734395,Sandwich,20.0,4.0,20.0,Cash,Takeaway,2023-05-17,2023-05
TXN_5475746,Cake,9.0,3.0,9.0,Credit Card,In-store,2023-08-20,2023-08
TXN_6071339,Coffee,10.0,2.0,10.0,Cash,Takeaway,2023-10-17,2023-10
TXN_9540864,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-08-07,2023-08
TXN_6389404,Juice,15.0,3.0,15.0,Digital Wallet,In-store,2023-11-20,2023-11
TXN_3499226,Juice,3.0,3.0,3.0,Credit Card,Takeaway,2023-09-08,2023-09
TXN_1324760,Tea,6.0,1.5,6.0,Cash,In-store,2023-01-18,2023-01
TXN_8292441,Salad,5.0,5.0,5.0,Cash,Takeaway,2023-09-15,2023-09
TXN_3792125,Salad,25.0,5.0,25.0,Credit Card,In-store,2023-08-25,2023-08
TXN_8608811,Cake,15.0,3.0,15.0,Credit Card,Takeaway,2023-01-05,2023-01
TXN_4368729,Coffee,6.0,2.0,6.0,Digital Wallet,In-store,2023-06-11,2023-06
TXN_5072156,Tea,4.5,1.5,4.5,Digital Wallet,Takeaway,2023-07-24,2023-07
TXN_4877933,Juice,15.0,3.0,15.0,Digital Wallet,In-store,2023-01-12,2023-01
TXN_8854384,Juice,15.0,3.0,15.0,Cash,Takeaway,2023-08-12,2023-08
TXN_5644235,Salad,20.0,5.0,20.0,Cash,In-store,2023-03-25,2023-03
TXN_5117595,Smoothie,16.0,4.0,16.0,Cash,In-store,2023-02-05,2023-02
TXN_4356564,Coffee,4.0,2.0,4.0,Credit Card,Takeaway,2023-10-05,2023-10
TXN_6762250,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-06-17,2023-06
TXN_8553273,Juice,15.0,3.0,15.0,Cash,In-store,2023-01-15,2023-01
TXN_2432379,Coffee,2.0,2.0,2.0,Credit Card,In-store,2023-10-24,2023-10
TXN_1961943,Smoothie,12.0,4.0,12.0,Digital Wallet,In-store,2023-11-05,2023-11
TXN_2155393,Juice,6.0,3.0,6.0,Digital Wallet,In-store,2023-07-12,2023-07
TXN_2544724,Cake,15.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-28,2023-12
TXN_1035504,Smoothie,8.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-30,2023-03
TXN_9781961,Coffee,2.0,2.0,2.0,Credit Card,In-store,2023-12-01,2023-12
TXN_5313347,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-12-10,2023-12
TXN_8907996,Sandwich,16.0,4.0,16.0,Cash,In-store,2023-02-19,2023-02
TXN_5348915,Juice,3.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-09,2023-07
TXN_6323914,Juice,3.0,3.0,3.0,Credit Card,In-store,2023-03-19,2023-03
TXN_7804128,Sandwich,20.0,4.0,20.0,Digital Wallet,In-store,2023-02-12,2023-02
TXN_2210265,Juice,6.0,3.0,6.0,Credit Card,Takeaway,2023-06-14,2023-06
TXN_5534515,Smoothie,4.0,4.0,4.0,Credit Card,Takeaway,2023-02-09,2023-02
TXN_9561380,Sandwich,4.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-11,2023-08
TXN_3038078,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-04-06,2023-04
TXN_9749175,Cake,3.0,3.0,3.0,Credit Card,In-store,2023-09-07,2023-09
TXN_3703964,Sandwich,8.0,4.0,8.0,Credit Card,Takeaway,2023-09-23,2023-09
TXN_9202496,Cake,15.0,3.0,15.0,Credit Card,In-store,2023-07-19,2023-07
TXN_2914953,Cake,6.0,3.0,6.0,Cash,In-store,2023-07-25,2023-07
TXN_1216051,Cake,12.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-28,2023-10
TXN_3358494,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-06-22,2023-06
TXN_1324968,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-05,2023-01
TXN_3985920,Salad,25.0,5.0,25.0,Digital Wallet,In-store,2023-03-29,2023-03
TXN_7335526,Sandwich,16.0,4.0,16.0,Cash,In-store,2023-06-03,2023-06
TXN_2408294,Sandwich,16.0,4.0,16.0,Digital Wallet,In-store,2023-12-26,2023-12
TXN_7380756,Salad,5.0,5.0,5.0,Digital Wallet,Takeaway,2023-10-16,2023-10
TXN_1315214,Tea,3.0,1.5,3.0,Digital Wallet,In-store,2023-11-03,2023-11
TXN_7602467,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-10-17,2023-10
TXN_4979250,Tea,4.5,1.5,4.5,Cash,In-store,2023-11-01,2023-11
TXN_2809397,Salad,10.0,5.0,10.0,Digital Wallet,Takeaway,2023-09-13,2023-09
TXN_8752130,Juice,6.0,3.0,6.0,Credit Card,Takeaway,2023-10-23,2023-10
TXN_9134257,Coffee,6.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-19,2023-05
TXN_3106811,Juice,9.0,3.0,9.0,Cash,Takeaway,2023-09-27,2023-09
TXN_6309965,Cake,15.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-14,2023-06
TXN_9207050,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-21,2023-07
TXN_1938148,Cake,6.0,3.0,6.0,Credit Card,Takeaway,2023-06-07,2023-06
TXN_2024598,Sandwich,4.0,4.0,4.0,Digital Wallet,In-store,2023-01-01,2023-01
TXN_7145872,Salad,25.0,5.0,25.0,Digital Wallet,Takeaway,2023-04-15,2023-04
TXN_9004306,Coffee,8.0,2.0,8.0,Credit Card,In-store,2023-05-26,2023-05
TXN_6360436,Cake,6.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-13,2023-09
TXN_5822344,Sandwich,20.0,4.0,20.0,Cash,In-store,2023-09-27,2023-09
TXN_9773606,Tea,3.0,1.5,3.0,Cash,Takeaway,2023-12-04,2023-12
TXN_9762035,Smoothie,4.0,4.0,4.0,Cash,Takeaway,2023-08-21,2023-08
TXN_9657636,Cake,3.0,3.0,3.0,Cash,Takeaway,2023-07-08,2023-07
TXN_1375992,Coffee,10.0,2.0,10.0,Credit Card,In-store,2023-03-23,2023-03
TXN_2077318,Juice,6.0,3.0,6.0,Digital Wallet,In-store,2023-08-24,2023-08
TXN_9096951,Smoothie,12.0,4.0,12.0,Cash,Takeaway,2023-06-28,2023-06
TXN_1533790,Cake,12.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-21,2023-07
TXN_7090165,Sandwich,20.0,4.0,20.0,Digital Wallet,In-store,2023-08-30,2023-08
TXN_9533792,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-09-01,2023-09
TXN_2849719,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-06-23,2023-06
TXN_9623460,Sandwich,12.0,4.0,12.0,Digital Wallet,In-store,2023-01-17,2023-01
TXN_3359704,Salad,15.0,5.0,15.0,Digital Wallet,In-store,2023-07-23,2023-07
TXN_2444408,Sandwich,8.0,4.0,8.0,Digital Wallet,In-store,2023-05-11,2023-05
TXN_3296152,Salad,15.0,5.0,15.0,Credit Card,In-store,2023-10-20,2023-10
TXN_2887411,Smoothie,8.0,4.0,8.0,Cash,In-store,2023-01-16,2023-01
TXN_7543369,Tea,7.5,1.5,7.5,Digital Wallet,Takeaway,2023-11-18,2023-11
TXN_9561441,Tea,7.5,1.5,7.5,Cash,In-store,2023-11-11,2023-11
TXN_3633955,Sandwich,16.0,4.0,16.0,Cash,In-store,2023-09-20,2023-09
TXN_2761949,Salad,15.0,5.0,15.0,Credit Card,In-store,2023-10-01,2023-10
TXN_8062897,Smoothie,8.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-02,2023-10
TXN_6866209,Smoothie,20.0,4.0,20.0,Digital Wallet,In-store,2023-05-20,2023-05
TXN_9681880,Coffee,6.0,2.0,6.0,Cash,In-store,2023-03-21,2023-03
TXN_2936975,Tea,1.5,1.5,1.5,Digital Wallet,Takeaway,2023-10-05,2023-10
TXN_5027125,Salad,15.0,5.0,15.0,Cash,In-store,2023-07-06,2023-07
TXN_2092288,Coffee,2.0,2.0,2.0,Credit Card,Takeaway,2023-03-30,2023-03
TXN_5701303,Coffee,2.0,2.0,2.0,Digital Wallet,Takeaway,2023-09-08,2023-09
TXN_5161371,Cake,6.0,3.0,6.0,Credit Card,In-store,2023-01-17,2023-01
TXN_1719440,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-13,2023-07
TXN_3729074,Salad,15.0,5.0,15.0,Credit Card,In-store,2023-04-15,2023-04
TXN_7217537,Salad,15.0,5.0,15.0,Cash,In-store,2023-12-19,2023-12
TXN_7904970,Tea,3.0,1.5,3.0,Credit Card,Takeaway,2023-05-23,2023-05
TXN_8845592,Sandwich,20.0,4.0,20.0,Credit Card,In-store,2023-11-12,2023-11
TXN_5664467,Tea,6.0,1.5,6.0,Digital Wallet,Takeaway,2023-11-06,2023-11
TXN_2680626,Cake,9.0,3.0,9.0,Cash,In-store,2023-01-08,2023-01
TXN_5009367,Juice,9.0,3.0,9.0,Credit Card,In-store,2023-04-19,2023-04
TXN_6401072,Smoothie,16.0,4.0,16.0,Cash,Takeaway,2023-07-28,2023-07
TXN_5080934,Juice,9.0,3.0,9.0,Cash,Takeaway,2023-12-10,2023-12
TXN_8684125,Salad,10.0,5.0,10.0,Credit Card,In-store,2023-03-08,2023-03
TXN_8167808,Cake,9.0,3.0,9.0,Cash,In-store,2023-02-03,2023-02
TXN_7753587,Cake,3.0,3.0,3.0,Credit Card,Takeaway,2023-03-28,2023-03
TXN_8242126,Salad,20.0,5.0,20.0,Digital Wallet,In-store,2023-11-20,2023-11
TXN_5685028,Cake,15.0,3.0,15.0,Digital Wallet,Takeaway,2023-08-12,2023-08
TXN_9245124,Tea,6.0,1.5,6.0,Digital Wallet,In-store,2023-04-19,2023-04
TXN_8619762,Smoothie,16.0,4.0,16.0,Cash,Takeaway,2023-08-05,2023-08
TXN_5983031,Juice,9.0,3.0,9.0,Digital Wallet,In-store,2023-03-09,2023-03
TXN_8558404,Salad,20.0,5.0,20.0,Digital Wallet,In-store,2023-07-15,2023-07
TXN_7368648,Tea,1.5,1.5,1.5,Digital Wallet,In-store,2023-03-09,2023-03
TXN_1217959,Juice,6.0,3.0,6.0,Digital Wallet,Takeaway,2023-07-28,2023-07
TXN_5171332,Tea,7.5,1.5,7.5,Cash,Takeaway,2023-02-05,2023-02
TXN_9069297,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-01-27,2023-01
TXN_1678985,Juice,6.0,3.0,6.0,Cash,In-store,2023-07-16,2023-07
TXN_3131555,Sandwich,8.0,4.0,8.0,Cash,Takeaway,2023-12-04,2023-12
TXN_3313000,Coffee,10.0,2.0,10.0,Credit Card,In-store,2023-01-08,2023-01
TXN_3120023,Cookie,3.0,1.0,3.0,Cash,In-store,2023-09-30,2023-09
TXN_7483257,Sandwich,8.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-05,2023-06
TXN_3430842,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-08-02,2023-08
TXN_9622300,Salad,5.0,5.0,5.0,Cash,Takeaway,2023-06-23,2023-06
TXN_5118667,Coffee,8.0,2.0,8.0,Cash,In-store,2023-12-12,2023-12
TXN_6989438,Sandwich,16.0,4.0,16.0,Cash,Takeaway,2023-12-17,2023-12
TXN_4223466,Juice,12.0,3.0,12.0,Digital Wallet,Takeaway,2023-05-31,2023-05
TXN_6608817,Sandwich,20.0,4.0,20.0,Credit Card,Takeaway,2023-07-17,2023-07
TXN_9774691,Cake,9.0,3.0,9.0,Credit Card,Takeaway,2023-04-11,2023-04
TXN_7666909,Juice,12.0,3.0,12.0,Credit Card,Takeaway,2023-08-29,2023-08
TXN_9365558,Salad,20.0,5.0,20.0,Credit Card,Takeaway,2023-02-12,2023-02
TXN_6837601,Salad,5.0,5.0,5.0,Digital Wallet,Takeaway,2023-02-05,2023-02
TXN_1713983,Salad,10.0,5.0,10.0,Cash,In-store,2023-05-11,2023-05
